Employee_Index,Feature,SHAP_Value
1,num__Promotion_Delay_Ratio,-0.0950107789436442
1,num__Engagement_Score,-0.08912662880390862
1,num__OverTime_Flag,-0.25380168736881903
1,num__Frequent_Travel_Flag,0.6162916509498495
1,num__Long_Distance_Flag,0.04456518964732389
1,num__Workload_Stress_Score,0.0667942242607093
1,num__Workload_Stress_Flag,0.04812858224245156
1,num__Current_Role_Tenure_Ratio,-0.22544796066857328
1,num__Manager_Tenure_Ratio,-0.08842603514205752
1,cat__BusinessTravel_Non-Travel,0.05767047674858875
1,cat__BusinessTravel_Travel_Frequently,0.08820995021719169
1,cat__BusinessTravel_Travel_Rarely,-0.33108159176338686
1,cat__Department_Human Resources,0.013052029307907177
1,cat__Department_Research & Development,-0.062007673057527725
1,cat__Department_Sales,-0.10257370701319678
1,cat__EducationField_Human Resources,-0.013289992108288178
1,cat__EducationField_Life Sciences,-0.1702747729736089
1,cat__EducationField_Marketing,0.0035311571366908076
1,cat__EducationField_Medical,0.038298509224976914
1,cat__EducationField_Other,0.036747019613731745
1,cat__EducationField_Technical Degree,-0.04836686705986395
1,cat__Gender_Female,0.08819268819154256
1,cat__Gender_Male,0.06617478756653626
1,cat__JobRole_Healthcare Representative,0.08687837331878755
1,cat__JobRole_Human Resources,-0.028627925959618654
1,cat__JobRole_Laboratory Technician,-0.15464954809754938
1,cat__JobRole_Manager,0.010080844261613726
1,cat__JobRole_Manufacturing Director,0.030272618440872312
1,cat__JobRole_Research Director,0.0886294798370615
1,cat__JobRole_Research Scientist,-0.0892555541066535
1,cat__JobRole_Sales Executive,-0.00748076520478381
1,cat__JobRole_Sales Representative,-0.049393590178243844
1,cat__MaritalStatus_Divorced,0.07308414262170526
1,cat__MaritalStatus_Married,-0.04171725832119359
1,cat__MaritalStatus_Single,-0.14949727418413408
1,cat__OverTime_No,-0.061350449488045765
1,cat__OverTime_Yes,-0.04842689912119446
2,num__Age,-0.003947842292775175
2,num__DailyRate,-0.334850254980521
2,num__DistanceFromHome,-0.23548574296913055
2,num__Education,-0.019879490334138286
2,num__EnvironmentSatisfaction,-0.3749138557511144
2,num__HourlyRate,-0.05998153569987604
2,num__JobInvolvement,0.20893473669817364
2,num__JobLevel,-0.38439405462935017
2,num__JobSatisfaction,-0.04556842321340352
2,num__MonthlyIncome,0.32209686505651414
2,num__MonthlyRate,-0.039172462483428504
2,num__NumCompaniesWorked,0.7195402822318337
2,num__PercentSalaryHike,0.04012036698685063
2,num__PerformanceRating,-0.08551512245455604
2,num__RelationshipSatisfaction,0.04293308776459498
2,num__StockOptionLevel,0.154808288860989
2,num__TotalWorkingYears,0.27369056351885307
2,num__TrainingTimesLastYear,0.004952327473706148
2,num__WorkLifeBalance,-0.02957085691070778
2,num__YearsAtCompany,0.14408583130188124
2,num__YearsInCurrentRole,-0.5669649398360709
2,num__YearsSinceLastPromotion,-0.21043057448029864
2,num__YearsWithCurrManager,0.1748194734371512
2,num__Income_Experience_Ratio,-0.20698096451793332
2,num__Promotion_Delay_Ratio,-0.1443645528690591
2,num__Engagement_Score,-0.08912662880390862
2,num__OverTime_Flag,0.6862045621453251
2,num__Frequent_Travel_Flag,-0.17382585026790623
2,num__Long_Distance_Flag,0.04456518964732389
2,num__Workload_Stress_Score,0.0667942242607093
2,num__Workload_Stress_Flag,0.04812858224245156
2,num__Current_Role_Tenure_Ratio,0.9863264784376599
2,num__Manager_Tenure_Ratio,0.34721858384403836
2,cat__BusinessTravel_Non-Travel,0.05767047674858875
2,cat__BusinessTravel_Travel_Frequently,-0.02487972954843868
2,cat__BusinessTravel_Travel_Rarely,0.14874680209659413
2,cat__Department_Human Resources,0.013052029307907177
2,cat__Department_Research & Development,-0.062007673057527725
2,cat__Department_Sales,-0.10257370701319678
2,cat__EducationField_Human Resources,-0.013289992108288178
2,cat__EducationField_Life Sciences,0.10000264444481792
2,cat__EducationField_Marketing,0.0035311571366908076
2,cat__EducationField_Medical,0.038298509224976914
2,cat__EducationField_Other,-0.6981933726609032
2,cat__EducationField_Technical Degree,-0.04836686705986395
2,cat__Gender_Female,0.08819268819154256
2,cat__Gender_Male,0.06617478756653626
2,cat__JobRole_Healthcare Representative,0.08687837331878755
2,cat__JobRole_Human Resources,-0.028627925959618654
2,cat__JobRole_Laboratory Technician,0.9499900811706603
2,cat__JobRole_Manager,0.010080844261613726
2,cat__JobRole_Manufacturing Director,0.030272618440872312
2,cat__JobRole_Research Director,0.0886294798370615
2,cat__JobRole_Research Scientist,0.02093648800032613
2,cat__JobRole_Sales Executive,-0.00748076520478381
2,cat__JobRole_Sales Representative,-0.049393590178243844
2,cat__MaritalStatus_Divorced,0.07308414262170526
2,cat__MaritalStatus_Married,0.04342000355879333
2,cat__MaritalStatus_Single,0.3176817076412849
2,cat__OverTime_No,0.1658734375047163
2,cat__OverTime_Yes,0.1309319865128591
3,num__Age,0.08894256459605246
3,num__DailyRate,-0.3451933722191123
3,num__DistanceFromHome,-0.2074183123411055
3,num__Education,0.02745262950904811
3,num__EnvironmentSatisfaction,-0.3749138557511144
3,num__HourlyRate,0.03556427337957251
3,num__JobInvolvement,-0.0734095020831421
3,num__JobLevel,-0.38439405462935017
3,num__JobSatisfaction,-0.04556842321340352
3,num__MonthlyIncome,0.25819231769053574
3,num__MonthlyRate,0.027459127641449827
3,num__NumCompaniesWorked,-0.32327172100270785
3,num__PercentSalaryHike,0.3216668019822937
3,num__PerformanceRating,-0.08551512245455604
3,num__RelationshipSatisfaction,-0.015879361228000887
3,num__StockOptionLevel,0.154808288860989
3,num__TotalWorkingYears,0.2080573348572576
3,num__TrainingTimesLastYear,0.004952327473706148
3,num__WorkLifeBalance,-0.02957085691070778
3,num__YearsAtCompany,-0.02248738407601615
3,num__YearsInCurrentRole,0.32689870404962645
3,num__YearsSinceLastPromotion,0.06285588588372562
3,num__YearsWithCurrManager,0.1748194734371512
3,num__Income_Experience_Ratio,-0.16700314382946313
3,num__Promotion_Delay_Ratio,0.03659928485746226
3,num__Engagement_Score,-0.4319213549727889
3,num__OverTime_Flag,0.6862045621453251
3,num__Frequent_Travel_Flag,0.6162916509498495
3,num__Long_Distance_Flag,0.04456518964732389
3,num__Workload_Stress_Score,0.5438958261229191
3,num__Workload_Stress_Flag,-0.2192524302156126
3,num__Current_Role_Tenure_Ratio,-0.4947311693588475
3,num__Manager_Tenure_Ratio,0.34721858384403836
3,cat__BusinessTravel_Non-Travel,0.05767047674858875
3,cat__BusinessTravel_Travel_Frequently,0.08820995021719169
3,cat__BusinessTravel_Travel_Rarely,-0.33108159176338686
3,cat__Department_Human Resources,0.013052029307907177
3,cat__Department_Research & Development,-0.062007673057527725
3,cat__Department_Sales,-0.10257370701319678
3,cat__EducationField_Human Resources,-0.013289992108288178
3,cat__EducationField_Life Sciences,-0.1702747729736089
3,cat__EducationField_Marketing,0.0035311571366908076
3,cat__EducationField_Medical,0.038298509224976914
3,cat__EducationField_Other,0.036747019613731745
3,cat__EducationField_Technical Degree,-0.04836686705986395
3,cat__Gender_Female,-0.10353054700746302
3,cat__Gender_Male,-0.07768344627375996
3,cat__JobRole_Healthcare Representative,0.08687837331878755
3,cat__JobRole_Human Resources,-0.028627925959618654
3,cat__JobRole_Laboratory Technician,-0.15464954809754938
3,cat__JobRole_Manager,0.010080844261613726
3,cat__JobRole_Manufacturing Director,0.030272618440872312
3,cat__JobRole_Research Director,0.0886294798370615
3,cat__JobRole_Research Scientist,-0.0892555541066535
3,cat__JobRole_Sales Executive,-0.00748076520478381
3,cat__JobRole_Sales Representative,-0.049393590178243844
3,cat__MaritalStatus_Divorced,0.07308414262170526
3,cat__MaritalStatus_Married,-0.04171725832119359
3,cat__MaritalStatus_Single,-0.14949727418413408
3,cat__OverTime_No,0.1658734375047163
3,cat__OverTime_Yes,0.1309319865128591
4,num__Age,0.2282781749292939
4,num__DailyRate,0.09085067557623702
4,num__DistanceFromHome,-0.23548574296913055
4,num__Education,-0.04354555025573148
4,num__EnvironmentSatisfaction,0.350725865057494
4,num__HourlyRate,0.07802907741488298
4,num__JobInvolvement,-0.0734095020831421
4,num__JobLevel,-0.38439405462935017
4,num__JobSatisfaction,0.13670526964021057
4,num__MonthlyIncome,0.21457492821851878
4,num__MonthlyRate,0.006513002864438753
4,num__NumCompaniesWorked,1.3452274841725587
4,num__PercentSalaryHike,0.2512801932334329
4,num__PerformanceRating,-0.08551512245455604
4,num__RelationshipSatisfaction,-0.07469181022059676
4,num__StockOptionLevel,-0.07285095946399466
4,num__TotalWorkingYears,0.3393237921804485
4,num__TrainingTimesLastYear,0.004952327473706148
4,num__WorkLifeBalance,-0.02957085691070778
4,num__YearsAtCompany,0.1024425274574069
4,num__YearsInCurrentRole,-0.3115753272973002
4,num__YearsSinceLastPromotion,-0.02823960090428247
4,num__YearsWithCurrManager,0.09763648295717274
4,num__Income_Experience_Ratio,-0.05591410581980353
4,num__Promotion_Delay_Ratio,0.2175631225839836
4,num__Engagement_Score,0.08227073428053114
4,num__OverTime_Flag,-0.25380168736881903
4,num__Frequent_Travel_Flag,-0.17382585026790623
4,num__Long_Distance_Flag,0.04456518964732389
4,num__Workload_Stress_Score,-0.41030737760150043
4,num__Workload_Stress_Flag,0.04812858224245156
4,num__Current_Role_Tenure_Ratio,-0.28315150538791767
4,num__Manager_Tenure_Ratio,-0.10917101699853823
4,cat__BusinessTravel_Non-Travel,0.05767047674858875
4,cat__BusinessTravel_Travel_Frequently,-0.02487972954843868
4,cat__BusinessTravel_Travel_Rarely,0.14874680209659413
4,cat__Department_Human Resources,0.013052029307907177
4,cat__Department_Research & Development,-0.062007673057527725
4,cat__Department_Sales,-0.10257370701319678
4,cat__EducationField_Human Resources,-0.013289992108288178
4,cat__EducationField_Life Sciences,0.10000264444481792
4,cat__EducationField_Marketing,0.0035311571366908076
4,cat__EducationField_Medical,-0.08138433210307594
4,cat__EducationField_Other,0.036747019613731745
4,cat__EducationField_Technical Degree,-0.04836686705986395
4,cat__Gender_Female,0.08819268819154256
4,cat__Gender_Male,0.06617478756653626
4,cat__JobRole_Healthcare Representative,0.08687837331878755
4,cat__JobRole_Human Resources,-0.028627925959618654
4,cat__JobRole_Laboratory Technician,0.9499900811706603
4,cat__JobRole_Manager,0.010080844261613726
4,cat__JobRole_Manufacturing Director,0.030272618440872312
4,cat__JobRole_Research Director,0.0886294798370615
4,cat__JobRole_Research Scientist,0.02093648800032613
4,cat__JobRole_Sales Executive,-0.00748076520478381
4,cat__JobRole_Sales Representative,-0.049393590178243844
4,cat__MaritalStatus_Divorced,0.07308414262170526
4,cat__MaritalStatus_Married,-0.04171725832119359
4,cat__MaritalStatus_Single,-0.14949727418413408
4,cat__OverTime_No,-0.061350449488045765
4,cat__OverTime_Yes,-0.04842689912119446
5,num__Age,0.11216516631825937
5,num__DailyRate,-0.13452040530675252
5,num__DistanceFromHome,-0.23548574296913055
5,num__Education,-0.019879490334138286
5,num__EnvironmentSatisfaction,-0.3749138557511144
5,num__HourlyRate,-0.02547888242118628
5,num__JobInvolvement,-0.0734095020831421
5,num__JobLevel,-0.38439405462935017
5,num__JobSatisfaction,-0.2278421160670176
5,num__MonthlyIncome,0.24578594036307475
5,num__MonthlyRate,-0.008788226327653905
5,num__NumCompaniesWorked,-0.5318341216496162
5,num__PercentSalaryHike,0.18089358448457218
5,num__PerformanceRating,-0.08551512245455604
5,num__RelationshipSatisfaction,-0.015879361228000887
5,num__StockOptionLevel,0.154808288860989
5,num__TotalWorkingYears,0.2080573348572576
5,num__TrainingTimesLastYear,0.12876051431636035
5,num__WorkLifeBalance,0.12606523209301734
5,num__YearsAtCompany,-0.0016657321537789727
5,num__YearsInCurrentRole,0.32689870404962645
5,num__YearsSinceLastPromotion,0.06285588588372562
5,num__YearsWithCurrManager,-0.056729498002784144
5,num__Income_Experience_Ratio,-0.15560650825892652
5,num__Promotion_Delay_Ratio,0.05921976457327744
5,num__Engagement_Score,-0.4319213549727889
5,num__OverTime_Flag,-0.25380168736881903
5,num__Frequent_Travel_Flag,0.6162916509498495
5,num__Long_Distance_Flag,0.04456518964732389
5,num__Workload_Stress_Score,0.0667942242607093
5,num__Workload_Stress_Flag,0.04812858224245156
5,num__Current_Role_Tenure_Ratio,-0.6798633753334109
5,num__Manager_Tenure_Ratio,-0.16621971710386035
5,cat__BusinessTravel_Non-Travel,0.05767047674858875
5,cat__BusinessTravel_Travel_Frequently,0.08820995021719169
5,cat__BusinessTravel_Travel_Rarely,-0.33108159176338686
5,cat__Department_Human Resources,0.013052029307907177
5,cat__Department_Research & Development,-0.062007673057527725
5,cat__Department_Sales,-0.10257370701319678
5,cat__EducationField_Human Resources,-0.013289992108288178
5,cat__EducationField_Life Sciences,-0.1702747729736089
5,cat__EducationField_Marketing,0.0035311571366908076
5,cat__EducationField_Medical,0.038298509224976914
5,cat__EducationField_Other,0.036747019613731745
5,cat__EducationField_Technical Degree,-0.04836686705986395
5,cat__Gender_Female,0.08819268819154256
5,cat__Gender_Male,0.06617478756653626
5,cat__JobRole_Healthcare Representative,0.08687837331878755
5,cat__JobRole_Human Resources,-0.028627925959618654
5,cat__JobRole_Laboratory Technician,0.9499900811706603
5,cat__JobRole_Manager,0.010080844261613726
5,cat__JobRole_Manufacturing Director,0.030272618440872312
5,cat__JobRole_Research Director,0.0886294798370615
5,cat__JobRole_Research Scientist,0.02093648800032613
5,cat__JobRole_Sales Executive,-0.00748076520478381
5,cat__JobRole_Sales Representative,-0.049393590178243844
5,cat__MaritalStatus_Divorced,0.07308414262170526
5,cat__MaritalStatus_Married,0.04342000355879333
5,cat__MaritalStatus_Single,0.3176817076412849
5,cat__OverTime_No,-0.061350449488045765
5,cat__OverTime_Yes,-0.04842689912119446
6,num__Age,-0.5148450801813271
6,num__DailyRate,-0.3081758999967855
6,num__DistanceFromHome,-0.2074183123411055
6,num__Education,0.0037865695874549103
6,num__EnvironmentSatisfaction,-0.13303394881491157
6,num__HourlyRate,-0.030786982925600094
6,num__JobInvolvement,-0.3557537408644579
6,num__JobLevel,-0.38439405462935017
6,num__JobSatisfaction,0.3189789624938246
6,num__MonthlyIncome,0.27684089744690793
6,num__MonthlyRate,-0.014885612121482775
6,num__NumCompaniesWorked,0.30241548093801707
6,num__PercentSalaryHike,-0.3118126767574532
6,num__PerformanceRating,0.32169974637666326
6,num__RelationshipSatisfaction,0.10174553675719085
6,num__StockOptionLevel,-0.528169456113962
6,num__TotalWorkingYears,-0.05447557978912423
6,num__TrainingTimesLastYear,0.004952327473706148
6,num__WorkLifeBalance,0.12606523209301734
6,num__YearsAtCompany,0.12326417937964408
6,num__YearsInCurrentRole,-0.5669649398360709
6,num__YearsSinceLastPromotion,-0.21043057448029864
6,num__YearsWithCurrManager,0.1748194734371512
6,num__Income_Experience_Ratio,-0.2430193095822389
6,num__Promotion_Delay_Ratio,-0.1443645528690591
6,num__Engagement_Score,0.425065460449411
6,num__OverTime_Flag,0.6862045621453251
6,num__Frequent_Travel_Flag,-0.17382585026790623
6,num__Long_Distance_Flag,0.04456518964732389
6,num__Workload_Stress_Score,0.0667942242607093
6,num__Workload_Stress_Flag,0.04812858224245156
6,num__Current_Role_Tenure_Ratio,0.9863264784376599
6,num__Manager_Tenure_Ratio,0.34721858384403836
6,cat__BusinessTravel_Non-Travel,0.05767047674858875
6,cat__BusinessTravel_Travel_Frequently,-0.02487972954843868
6,cat__BusinessTravel_Travel_Rarely,0.14874680209659413
6,cat__Department_Human Resources,0.013052029307907177
6,cat__Department_Research & Development,-0.062007673057527725
6,cat__Department_Sales,-0.10257370701319678
6,cat__EducationField_Human Resources,-0.013289992108288178
6,cat__EducationField_Life Sciences,0.10000264444481792
6,cat__EducationField_Marketing,0.0035311571366908076
6,cat__EducationField_Medical,-0.08138433210307594
6,cat__EducationField_Other,0.036747019613731745
6,cat__EducationField_Technical Degree,-0.04836686705986395
6,cat__Gender_Female,-0.10353054700746302
6,cat__Gender_Male,-0.07768344627375996
6,cat__JobRole_Healthcare Representative,0.08687837331878755
6,cat__JobRole_Human Resources,-0.028627925959618654
6,cat__JobRole_Laboratory Technician,0.9499900811706603
6,cat__JobRole_Manager,0.010080844261613726
6,cat__JobRole_Manufacturing Director,0.030272618440872312
6,cat__JobRole_Research Director,0.0886294798370615
6,cat__JobRole_Research Scientist,0.02093648800032613
6,cat__JobRole_Sales Executive,-0.00748076520478381
6,cat__JobRole_Sales Representative,-0.049393590178243844
6,cat__MaritalStatus_Divorced,0.07308414262170526
6,cat__MaritalStatus_Married,-0.04171725832119359
6,cat__MaritalStatus_Single,-0.14949727418413408
6,cat__OverTime_No,0.1658734375047163
6,cat__OverTime_Yes,0.1309319865128591
7,num__Age,0.1586103697626732
7,num__DailyRate,-0.3266846361079489
7,num__DistanceFromHome,0.38199773084742156
7,num__Education,-0.04354555025573148
7,num__EnvironmentSatisfaction,-0.3749138557511144
7,num__HourlyRate,0.006369720605296564
7,num__JobInvolvement,-0.0734095020831421
7,num__JobLevel,-0.38439405462935017
7,num__JobSatisfaction,-0.04556842321340352
7,num__MonthlyIncome,0.27504626424859596
7,num__MonthlyRate,-0.004067566063063239
7,num__NumCompaniesWorked,-0.32327172100270785
7,num__PercentSalaryHike,-0.4525858942551747
7,num__PerformanceRating,0.32169974637666326
7,num__RelationshipSatisfaction,0.04293308776459498
7,num__StockOptionLevel,-0.07285095946399466
7,num__TotalWorkingYears,0.6674899354884257
7,num__TrainingTimesLastYear,0.12876051431636035
7,num__WorkLifeBalance,-0.02957085691070778
7,num__YearsAtCompany,0.12326417937964408
7,num__YearsInCurrentRole,-0.5669649398360709
7,num__YearsSinceLastPromotion,-0.21043057448029864
7,num__YearsWithCurrManager,0.1748194734371512
7,num__Income_Experience_Ratio,0.49310575734573453
7,num__Promotion_Delay_Ratio,-0.1443645528690591
7,num__Engagement_Score,-0.2605239918883488
7,num__OverTime_Flag,-0.25380168736881903
7,num__Frequent_Travel_Flag,-0.17382585026790623
7,num__Long_Distance_Flag,-0.0758812688589569
7,num__Workload_Stress_Score,0.0667942242607093
7,num__Workload_Stress_Flag,0.04812858224245156
7,num__Current_Role_Tenure_Ratio,0.9863264784376599
7,num__Manager_Tenure_Ratio,0.34721858384403836
7,cat__BusinessTravel_Non-Travel,0.05767047674858875
7,cat__BusinessTravel_Travel_Frequently,-0.02487972954843868
7,cat__BusinessTravel_Travel_Rarely,0.14874680209659413
7,cat__Department_Human Resources,0.013052029307907177
7,cat__Department_Research & Development,-0.062007673057527725
7,cat__Department_Sales,-0.10257370701319678
7,cat__EducationField_Human Resources,-0.013289992108288178
7,cat__EducationField_Life Sciences,-0.1702747729736089
7,cat__EducationField_Marketing,0.0035311571366908076
7,cat__EducationField_Medical,0.038298509224976914
7,cat__EducationField_Other,0.036747019613731745
7,cat__EducationField_Technical Degree,-0.04836686705986395
7,cat__Gender_Female,0.08819268819154256
7,cat__Gender_Male,0.06617478756653626
7,cat__JobRole_Healthcare Representative,0.08687837331878755
7,cat__JobRole_Human Resources,-0.028627925959618654
7,cat__JobRole_Laboratory Technician,0.9499900811706603
7,cat__JobRole_Manager,0.010080844261613726
7,cat__JobRole_Manufacturing Director,0.030272618440872312
7,cat__JobRole_Research Director,0.0886294798370615
7,cat__JobRole_Research Scientist,0.02093648800032613
7,cat__JobRole_Sales Executive,-0.00748076520478381
7,cat__JobRole_Sales Representative,-0.049393590178243844
7,cat__MaritalStatus_Divorced,-0.3568225786824433
7,cat__MaritalStatus_Married,0.04342000355879333
7,cat__MaritalStatus_Single,-0.14949727418413408
7,cat__OverTime_No,-0.061350449488045765
7,cat__OverTime_Yes,-0.04842689912119446
8,num__Age,-0.027170444014982087
8,num__DailyRate,0.2949911473905391
8,num__DistanceFromHome,0.3539303002193965
8,num__Education,0.0037865695874549103
8,num__EnvironmentSatisfaction,-0.3749138557511144
8,num__HourlyRate,0.06741287640605535
8,num__JobInvolvement,0.20893473669817364
8,num__JobLevel,0.39215959108650883
8,num__JobSatisfaction,-0.04556842321340352
8,num__MonthlyIncome,-0.2581158507107816
8,num__MonthlyRate,-0.01866278216323887
8,num__NumCompaniesWorked,-0.5318341216496162
8,num__PercentSalaryHike,-0.382199285506314
8,num__PerformanceRating,0.32169974637666326
8,num__RelationshipSatisfaction,0.04293308776459498
8,num__StockOptionLevel,0.154808288860989
8,num__TotalWorkingYears,0.0767908775340667
8,num__TrainingTimesLastYear,0.12876051431636035
8,num__WorkLifeBalance,-0.02957085691070778
8,num__YearsAtCompany,-0.04330903599825332
8,num__YearsInCurrentRole,0.32689870404962645
8,num__YearsSinceLastPromotion,-0.11933508769229056
8,num__YearsWithCurrManager,-0.1339124884827626
8,num__Income_Experience_Ratio,0.18313877291312233
8,num__Promotion_Delay_Ratio,-0.09007540155110269
8,num__Engagement_Score,-0.08912662880390862
8,num__OverTime_Flag,-0.25380168736881903
8,num__Frequent_Travel_Flag,0.6162916509498495
8,num__Long_Distance_Flag,-0.0758812688589569
8,num__Workload_Stress_Score,0.5438958261229191
8,num__Workload_Stress_Flag,-0.2192524302156126
8,num__Current_Role_Tenure_Ratio,-0.3466254045791966
8,num__Manager_Tenure_Ratio,-0.20044893716705361
8,cat__BusinessTravel_Non-Travel,0.05767047674858875
8,cat__BusinessTravel_Travel_Frequently,0.08820995021719169
8,cat__BusinessTravel_Travel_Rarely,-0.33108159176338686
8,cat__Department_Human Resources,0.013052029307907177
8,cat__Department_Research & Development,-0.062007673057527725
8,cat__Department_Sales,-0.10257370701319678
8,cat__EducationField_Human Resources,-0.013289992108288178
8,cat__EducationField_Life Sciences,-0.1702747729736089
8,cat__EducationField_Marketing,0.0035311571366908076
8,cat__EducationField_Medical,0.038298509224976914
8,cat__EducationField_Other,0.036747019613731745
8,cat__EducationField_Technical Degree,-0.04836686705986395
8,cat__Gender_Female,0.08819268819154256
8,cat__Gender_Male,0.06617478756653626
8,cat__JobRole_Healthcare Representative,0.08687837331878755
8,cat__JobRole_Human Resources,-0.028627925959618654
8,cat__JobRole_Laboratory Technician,-0.15464954809754938
8,cat__JobRole_Manager,0.010080844261613726
8,cat__JobRole_Manufacturing Director,-0.2724535659678508
8,cat__JobRole_Research Director,0.0886294798370615
8,cat__JobRole_Research Scientist,0.02093648800032613
8,cat__JobRole_Sales Executive,-0.00748076520478381
8,cat__JobRole_Sales Representative,-0.049393590178243844
8,cat__MaritalStatus_Divorced,0.07308414262170526
8,cat__MaritalStatus_Married,0.04342000355879333
8,cat__MaritalStatus_Single,0.3176817076412849
8,cat__OverTime_No,-0.061350449488045765
8,cat__OverTime_Yes,-0.04842689912119446
9,num__Age,0.019274759429431736
9,num__DailyRate,-0.29456653520916537
9,num__DistanceFromHome,0.46620002273149685
9,num__Education,0.0037865695874549103
9,num__EnvironmentSatisfaction,-0.13303394881491157
9,num__HourlyRate,-0.06528963620428985
9,num__JobInvolvement,-0.0734095020831421
9,num__JobLevel,0.0038827682285792965
9,num__JobSatisfaction,-0.04556842321340352
9,num__MonthlyIncome,0.07654422700921994
9,num__MonthlyRate,0.006336499591459496
9,num__NumCompaniesWorked,0.7195402822318337
9,num__PercentSalaryHike,0.18089358448457218
9,num__PerformanceRating,-0.08551512245455604
9,num__RelationshipSatisfaction,0.04293308776459498
9,num__StockOptionLevel,-0.3005102077889783
9,num__TotalWorkingYears,-0.3826417230971015
9,num__TrainingTimesLastYear,0.004952327473706148
9,num__WorkLifeBalance,0.12606523209301734
9,num__YearsAtCompany,-0.0016657321537789727
9,num__YearsInCurrentRole,0.32689870404962645
9,num__YearsSinceLastPromotion,0.42723783303575796
9,num__YearsWithCurrManager,-0.09532099324277338
9,num__Income_Experience_Ratio,-0.18782529875550627
9,num__Promotion_Delay_Ratio,0.3306655211630595
